Star;Date;Colour;Review Title;Review Text
5;16-apr-16;Stile: InissiaColore: White Utile Segnala un abuso;Assolutamente consigliata;Uno dei migliori acquisti della mia vita!Apparte gli scherzi- il prodotto è ottimo- ben realizzato e nonostante sia il modello entry level della gamma nespresso non è sicuramente la qualità del caffè a risentirne- che definirei più che ottima.Assolutamente consigliata
5;13-apr-16;Stile: InissiaColore: White Utile Segnala un abuso;Caffè del mattino;Ottimo prodotto un po rumorosa ma il caffè è buono e le cialde compatabili si trovano favilmente online inoltre l'ho ricevuta anche prima della data previst quindi super affidabile il venditore
5;07-apr-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;Macchinetta perfetta. Funzionamento eccellente. Rapporto qualità prezzo ottimo. Occhio nel momento dell'ordine perché il prezzo;Macchinetta perfetta. Funzionamento eccellente. Rapporto qualità prezzo ottimo. Occhio nel momento dell'ordine perché il prezzo cambia a seconda del colore.
5;04-apr-16;Stile: InissiaColore: Giallo Utile Segnala un abuso;Bellissime;Ne ho prese due per due compleanni ho richiesto il pacco regalo con biglietto veramente bella la confezione che puoi far recapitare direttamente al festeggiato
5;02-apr-16;Stile: InissiaColore: White Utile Segnala un abuso;Soddisfatto!!;Servizio impeccabile come sempre... La macchina è arrivata in anticipo- in perfette condizioni- rispondente a tutte le caratteristiche descritte.Prezzo imbattibile- caffè ottimo! direi un ottimo affare! La consiglio sicuramente
5;21-mar-16;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;Fantastica;Macchina del caffè ottima.il caffè che eroga è davvero eccellente-di qualità bar-o forse anche meglio di certi bar.pratica-veloce e facile da usare è anche molto carina da vedere.la regolazione del caffè è automatica e programmabile.spedizione amazon puntuale e precisa.
4;16-mar-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;Un buon acquisto;Macchina compatta- caffè cremoso e pronto in pochi secondi- solo un po' rumorosa nell'erogazione. Per il resto credo che sia stato un ottimo acquisto! ottimo il rapporto qualità/prezzo
3;13-mar-16;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;discreta;"Macchina da caffè ""plasticosa"" e rumorosa. Il caffè é buono specie con cialde compatibili di qualità. La temperatura del caffè é accettabile....per i miei gusti non è abbastanza caldo.."
5;07-mar-16;Stile: InissiaColore: Nero Utile Segnala un abuso;Nespresso EN80.b;Come sempre consegna rapida e tutto conforme alla descrizione del prodotto.La macchina funziona perfettamente e anche la promozione delle capsule è ottima e facile da utilizzare.
5;02-mar-16;Stile: InissiaColore: Nero Utile Segnala un abuso;nespresso;ottimo prodotto- spedizione flash- abbiamo comprato 3 macchinette identiche in famiglia dopo il primo acquisto. funziona bene e il prezzo era top
4;28-feb-16;Stile: InissiaColore: White Utile Segnala un abuso;Una piccola grande macchina da caffè;Ho sempre avuto macchine da caffè tradizionali ma ottenere un caffè come desideravo era sempre un po' difficile. Dovendo acquistare una nuova macchina o deciso di provare il sistema Nespresso e devo dire che sono rimasto molto soddisfatto. Una macchina minuscola- poco ingombrante che in 25 secondi è pronta ad erogare un ottimo caffè espresso con schiumetta- come al bar. Prodotto consigliato.
5;20-feb-16;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;Sempice da usare per ottimo caffe caldo e cremoso;Consegna puntuale.  Stamane primi caffè preparati da mio figlio che si è divertito a fare il barman. Avendo letto che il caffè non esce bollente ogni volta abbiano fatto un paio di giri senza cialda per scaldare la tazzina per bene. Risultato: ottimo.  Mia moglie che non lo ama troppo caldo addirittura lo ha lasciato raffreddare.
5;19-feb-16;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;piccola ma efficiente;Ho valutato le varie marche prima di acquistare la Nespresso informandomi soprattutto sulle capsule da utilizzare poi e soprattutto da poter riciclare. Questa a parer mio è la migliore x una due persone in famiglia.. Si tiene pulita facilmente e occupa poco posto
5;18-feb-16;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottima;Macchina per il caffè- di ottima qualità funziona egregiamente facile da pulire- si possono utilizzare cialde compatibili senza problemi- si accende in un attimo e fa un ottimo caffè- lauso ormai da un po' di mesi e mai un problema- consigliata.
5;18-feb-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;Contenta dell'acquisto;Sono molto contenta dell'acquisto- i caffè vengono bene e con moltissima schiuma.Ci ho solamente messo un po' a capire come dosare in automatico la fuoriuscita del caffè in modo da non doverla controllare- adesso è perfetta.Anche il colore è bello brillante.
4;15-feb-16;Stile: InissiaColore: White Utile Segnala un abuso;Nespresso... What Else;"Esteticamente carina- un po' leggerina rispetto alle aspettative. Comunque molto valida- silenziosa rispetto alla concorrenza. Portata acqua e capienza vaschetta recupero cialde ragionevole per un uso non intensivo... anche se con un paio di ospiti in più si va in ""difficoltà""... Ottimo rapporto qualità prezzo. Caffè eccellente. Il ristretto... è relativamente corto... la tazza media... è un caffè lungo... Ma dipende anche dalle abitudini. Consigliata!"
5;10-feb-16;Stile: InissiaColore: Nero Utile Segnala un abuso;bellissima;spedizione impeccabilebellissima macchina -scrivo tardi questa recensione -ma il prezzo e' ancora il migliore sul mercatoquesto e' stato un regalo quindi non ho trovato difficolta' a mandarlo direttamente al beneficiario-che dire otttimo
4;06-feb-16;Stile: InissiaColore: Nero Utile Segnala un abuso;Consigliato;Consegna prevista rispettata. La nacchina funziona bene e ha soddisfatto le aspettative. I primi caffè escono un po' bruttini ma dopo una decina di cicli inizia a migliorare. Poi dipende anche dal tipo di caffè. La consiglio soprattutto a chi ha problemi di spazio data la sua dimensione. In caso contrario potrebbe essere opportuno optare per una delle sorelle maggiori- pagando naturalmente qualcosina in più. Comunque sia fa il suo dovere. Ps: prima di comprare macchine nespresso assaggiate qyalche caffè data la particolarità dell'aroma- potrebbe non piacere.
4;04-feb-16;Stile: InissiaColore: Nero Utile Segnala un abuso;inissia;La nespresso come sempre ci da l'occasione di provare nuovi caffè con macchine molto semplici da usare- piccola e poco ingombrante si pulisce facilmente ed è facile inserire l'acqua anche senza rimuovere il serbatoio...unico neo è un poco rumorosa- ma per i pochi istanti i un caffè non ci si fa caso... mi piace il caffè sono contenta di potermelo dosare come voglio impostando automaticamente la mia lunghezza preferita e sopratutto si spegne da sola...io mi scordo sempre quest'ultima fase :Pmi è arrivata addirittura leggermente in anticipo rispetto al tempo previsto...grazie amazon ^^
4;04-feb-16;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottimo caffè;Macchinetta davvero buona- ottimo rapporto qualità prezzo. Comoda e veloce nell'accensione permette di non perdere molto tempo la mattina quando si va di fretta.Consiglio di decalcificare ogni tanto.
5;03-feb-16;Stile: InissiaColore: Arancio Utile Segnala un abuso;Stupenda;Dopo molto pensarci ho finalmente acquistato questa macchinetta a capsule e mi sono pentito di non averlo fatto prima-molto carina esteticamente e poco ingombrante. Il caffè è molto buono sia con le capsule originali che con le compatibili. La consiglio
5;02-feb-16;Stile: InissiaColore: Nero Utile Segnala un abuso;Fa tutto quello che deve...anche se semplice;Ottima macchina- ingombra pochissimo e anche esteticamente fa la sua figura. In cucina sta proprio bene. Le funzioni sono semplici- ma alla fine quello che deve fare lo fa benissimo- anche con le capsule compatibili!!!
5;28-gen-16;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottimo rapporto qualità-prezzo;Ho poco da aggiungere a quanto espresso nel titolo: ho pagato - in offerta - meno di 70 euro la macchina
4;23-gen-16;Stile: InissiaColore: White Utile Segnala un abuso;buono;non è compatibile con altre capsule anche quelle che riportano la compatibilità con macchine nespresso ho usato delle capsule compatibili E'spresso caffè Vergano qualità rossa e nel forarle si rompre la capsula ed esce il caffè......ovviamente potrebbe anche essere un difetto delle capsule.......con le capsule nespresso funziona molto bene..........ma l'altra macchina nespresso che aveva funzionava anche con quelle capsule
4;17-gen-16;Stile: InissiaColore: Giallo Utile Segnala un abuso;ottimo rapporto qualità/prezzo;Io e mio marito siamo molto soddisfatti di questo articolo. Ottimo rapporto qualità/prezzo considerando anche il buono di 20 € incluso per l'acquisto di capsule nespresso. Un po' rumorosa all'avvio del caffè. Consegna perfetta come sempre.
3;17-gen-16;Stile: InissiaColore: White Utile Segnala un abuso;Ottima idea;E' stata una ottima idea regalo- ho trovato- come sempre- convenienza e serietà nel prodotto e nei tempi di consegna....soddisfatto- in attesa di bere un caffè per comuncarvi la qualità dell'espresso...Un saluto allo staff
5;09-gen-16;Stile: InissiaColore: White Utile Segnala un abuso;LA MACCHINETTA PIU' COMODA;E' una buona macchinetta per i caffè il cialde. La Nespresso è ancora fra le migliorie ha una vasta scelta di aromiIl difetto riguarda la fase di decalcificazione che non sempre funziona correttamente
5;06-gen-16;Stile: InissiaColore: White Utile Segnala un abuso;Ottimo!;Nespresso è sempre una garanzia- amazon pure. Insieme sono eccellenza. Ottimo prodotto arrivato nell'imballo originale con le capsule di prova dei caffè in modo da poter provare i vari gusti. Dall'accensione la macchina è pronta all'utilizzo dopo 15 secondi circa. C'è la possibilità di scegliere tra due lunghezze di caffè regolabili. Rispetto ad altri modelli il cassetto delle cialde usate è un po' più piccolo. Questo modello è stato acquistato per l'ufficio ma è consigliato anche per l'uso domestico
5;05-gen-16;Stile: InissiaColore: Giallo Utile Segnala un abuso;Rapido- buono e semplice;Nulla da dire all'ormai conosciutissima macchina Nespresso. Fa un caffè davvero ottimo e in un modo estremamente semplice. SI inserisce la capsula- si sceglie se farlo normale o lungo e si preme il bottone corrispondente. Davvero pratico e ottimo- soprattutto in relazione al prezzo davvero economico.Nulla da dire anche per la consegna. L'ho ordinata sabato 19/12 e me l'hanno consegnata martedì 22/12- pagando 5 euro per la consegna rapida. Servizio davvero impeccabile.
5;04-gen-16;Stile: InissiaColore: Sky Blue Utile Segnala un abuso;Sono molto soddisfatto del prodotto NO sulla consegna;Sono molto soddisfatto del prodotto ne vale la pena comprarlo il caffè e veramente molto molto buono.Non sono soddisfatto della consegna- dato che era prevista per il 31/12/2015 ma invece e stata consegnata questa mattina- credo che bisogna fare più attenzione su certi corrieri che consegnano ai clienti e quindi per me la consegna vale MEZZA STELLA.
5;03-gen-16;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottima;Prezzo ultra concorrenziale-sempre una certezza la de Longhi.Piccola e compatta non molto rumorosa occupa poco spazio . Caffè molto caldo e leggero
4;02-gen-16;Stile: InissiaColore: White Utile Segnala un abuso;Macchina del Caffe` Nespresso mod Krups;Arrivata nei tempi indicati- rispecchia cio` che avevo ordinato- per ora funziona correttamente- e` compatta veloce ed efficace. Unica pecca (che sapevo gia`) gli manca la funzione (soffiatore  di vapore) per poter fare i cappuccini.
5;31-dic-15;Stile: InissiaColore: White Utile Segnala un abuso;Regalo Perfetto;Linea base delle macchine Nespresso
2;31-dic-15;Stile: InissiaColore: Giallo Utile Segnala un abuso;Nespresso Inissia macchina per caffè;Buongiorno-ho ricevuto quanto ordinato tutto ok-sull'imballo come nell'offerta acquisto era specificato che erano presenti nell'imballo 16 capsule omaggiosolo che all'interno non c'erano.......non è per il valore intrinseco ( 6/7€) - però ilcontenuto dovrebbe essere quello dichiarato.Cordialmente-Claudio Gualdi
5;26-dic-15;Stile: InissiaColore: Giallo Utile Segnala un abuso;Tutto perfetto!!!!;Mi è arrivata in tempi record- dopo qualche giorno mi sono reso conto che aveva un piccolo difetto nella meccanica di chiusura della capsula. Ho compilato il modulo per la sostituzione il sabato pomeriggio- contro ogni regola dei corrieri espressi- il lunedì mattina avevo già la nuova mentre la vecchia l'hanno ritirata dopo oltre una settimana. Malgrado questo piccolo inconveniente- che ha dimostrato però l'efficacia e la perfezione del sistema Amazon- posso dire che è stato tutto perfetto!!! Tanto quanto le cose vanno bene- siamo tutti bravi...
5;24-dic-15;Stile: InissiaColore: White Utile Segnala un abuso;Quando i prodotti entry level non deludono...;Anche se è la più economica delle macchine per capsule Nespresso- devo dire che ne sono molto soddisfatto. Il caffè non ha niente da invidiare a quello fatto da macchine più costose. Se vi piace il design- perché spendere di più?Per la spedizione: Amazon prime... What else?
5;24-dic-15;Stile: InissiaColore: Nero Utile Segnala un abuso;Ottimo!;Amazon impeccabile come sempre. Ho comprato questa macchina  nespresso per regalarlo. Ho fatto una gran bella figura. Funziona alla perfezione- il prezzo è interessante.
5;11-dic-15;Stile: InissiaColore: White Utile Segnala un abuso;macchina perfetta ma già lo sapevo;piccola premessa ...avevamo già in azienda la stessa macchinetta (non faceva parte ancora del gruppo krups prima era delonghi inissia -praticamente era fotocopia di questa tanto è che abbiamo tenuto i pezzi della vecchia come ricambi.per questa nuova)..la precedente ci è durata due anni a voi possono sembrare pochi ma in ditta abbiamo fatto 8500 caffè ...abbiamo fatto solo due lavaggi con il kit di pulizia  poi la macchinetta ha iniziato a perdere acqua dappertutto per cui ne abbiamo acquistata una nuovala macchinetta va veramente bene il caffè è buono il tempo di riscaldamento è breve... buona capienza per le cialde usate insomma la consigliounica pecca un pò da pezzenti abbiamo contattato la nespresso dopo il guasto della macchinetta facendo presente che avevamo  acquistato cialde per 3400 euro secondo me poteva starci l omaggio  ma loro hanno risposto picche
